ID,Artists,Streams
1306,"J Balvin, Mr Eazi",5044774
1307,"Bizarrap, Ptazeta",5035827
1308,"KSI, Trippie Redd",5029979
1309,"Lil Baby, Meek Mill",5028571
1310,"Rvssian, Sfera Ebbasta",5015564
1311,"Hopsin, NF",5013851
1312,"Megan Thee Stallion, Normani",4981484
1313,"BENEE, Joji",4977405
1314,"Calvin Harris, PARTYNEXTDOOR",4972965
1315,"Ghostface Killah, Miley Cyrus",4968610
1316,"Avicii, Joe Janiak",4964348
1317,"A R I Z O N A, Avicii",4960503
1318,"KC Rebell, RAF Camora",4956887
1319,"Diplo, Sfera Ebbasta",4920218
1320,"Lil Baby, Quavo",4890527
1321,"Azet, Zuna",4888449
1322,"Gucci Mane, Justin Bieber",4886056
1323,"Dalex, Sech",4851895
1324,"Lil Pump, Lil Uzi Vert",4845475
1325,"J. Cole, Offset",4840510
1326,"Lil Baby, NLE Choppa",4828004
1327,"Sonus030, Ufo361",4823401
1328,"Luciano, Shirin David",4803071
1329,"Lil Tecca, Lil Uzi Vert",4800543
1330,"BTS, Juice WRLD",4788723
1331,"Cruz Cafuné, Don Patricio",4784115
1332,"Big Sean, Coldplay",4765125
1333,"Bonez MC, Maxwell",4723116
1334,"Luciano, Ufo361",4722309
1335,"Dardan, Monet192",4701388
1336,"Lil Baby, Polo G",4687909
1337,"Bausa, Juju",4685894
1338,"KC Rebell, Summer Cem",4681054
1339,"Travis Barker, XXXTENTACION",4680669
1340,"Chance the Rapper, John Legend",4674004
1341,"Avicii, Nicky Romero",4661739
1342,"KALIM, Ufo361",4629320
1343,"Louane, The Chainsmokers",4629114
1344,"Alesso, TINI",4612123
1345,"Cordae, Roddy Ricch",4609169
1346,"Avril Lavigne, Nicki Minaj",4601464
1347,"Jaden, Logic",4589859
1348,"Donna Summer, Kygo",4569978
1349,"Lauv, blackbear",4561189
1350,"Anderson .Paak, Cordae",4557573
1351,"Lil Wayne, Nivea",4544978
1352,"Madison Beer, Offset",4519238
1353,"Julia Michaels, Niall Horan",4516584
1354,"Quavo, Travis Scott",4496094
1355,"G-Eazy, Logic",4492703
1356,"Bebe Rexha, Jax Jones",4484835
1357,"Nicky Jam, Rauw Alejandro",4465013
1358,"RAF Camora, Ufo361",4462744
1359,"Lil Uzi Vert, The Weeknd",4443320
1360,"PARTYNEXTDOOR, Trippie Redd",4416484
1361,"Anuel AA, Bryant Myers",4409061
1362,"DrefGold, Sfera Ebbasta",4385906
1363,"Alessandra Amoroso, Boomdabash",4374448
1364,"Kanye West, Nas",4353563
1365,"Luchè, Sfera Ebbasta",4343251
1366,"DJ RD, MC MM",4291810
1367,"Gunna, Tory Lanez",4283784
1368,"Arthur Hanlon, Ozuna",4275939
1369,"Andrea Bocelli, Ed Sheeran",4220954
1370,"21 Savage, Ty Dolla $ign",4203727
1371,"6LACK, Offset",4193702
1372,"Carnage, Lil Pump",4154936
1373,"Juice WRLD, Lil Yachty",4125479
1374,"Jerry Smith, Márcia Fellipe",4116188
1375,"Florida Georgia Line, The Chainsmokers",4114232
1376,"Gzuz, Veysel",4104415
1377,"Lil Pump, Tee Grizzley",4067764
1378,"Jhené Aiko, The Chainsmokers",4002713
1379,"Lil Uzi Vert, Pharrell Williams",3946801
1380,"Anitta, Iggy Azalea",3934056
1381,"Mac Miller, Miguel",3932201
1382,"Lil Peep, Lil Tracy",3925527
1383,"Paloma Faith, Sigala",3843346
1384,"Nick Jonas, Robin Schulz",3821018
1385,"A Boogie Wit da Hoodie, Maroon 5",3797718
1386,"French Montana, Maluma",3781901
1387,"Ansel Elgort, Logic",3726948
1388,"A$AP Rocky, Lana Del Rey",3685086
1389,"A$AP Rocky, Maroon 5",3675218
1390,"Lil Wayne, Rich The Kid",3674205
1391,"Killer Mike, Logic",3651458
1392,"Noah Cyrus, XXXTENTACION",3508716
1393,"Big Sean, Jeremih",3409899
1394,"Avicii, Vargas & Lagola",3382486
1395,"Juicy J, Logic",3245431
1396,"Lana Del Rey, Stevie Nicks",3236589
1397,"Lil Yachty, Migos",3186794
1398,"Kesha, The Dap-Kings Horns",3142189
1399,"Arrhult, Joakim Lundell",3125372
1400,"Aluna, Avicii",3025532
1401,"DJ Khaled, Migos",2968217
1402,"Bright Sparks, Tiësto",2907354
1403,"Bahari, Grey",2900036
1404,"Bruno Mars, Mark Ronson",2706799
1405,"Francesco Yates, Robin Schulz",2670842
1406,"Kygo, Maty Noyes",2598170
