Edge_Artist_1,Edge_Artist_2,Streams,Path,Path Length
Keala Settle,Daniel Everidge,25631293,Keala Settle → The Greatest Showman Ensemble → Daniel Everidge,2
The Greatest Showman Ensemble,Daniel Everidge,25631293,The Greatest Showman Ensemble → Keala Settle → Daniel Everidge,2
Zendaya,Daniel Everidge,25631293,Zendaya → Keala Settle → Daniel Everidge,2
Hugh Jackman,Daniel Everidge,25631293,Hugh Jackman → Keala Settle → Daniel Everidge,2
Michael Bublé,Idina Menzel,25564107,,-1
Shawn Mendes,Julia Michaels,25501850,Shawn Mendes → Tainy → Selena Gomez → Julia Michaels,3
Cardi B,SZA,25469350,Cardi B → Post Malone → SZA,2
21 Savage,James Blake,25385397,21 Savage → Future → James Blake,2
Metro Boomin,Big Sean,25371152,Metro Boomin → 21 Savage → Big Sean,2
TINI,Emilia,25317993,TINI → Duki → Emilia,2
The Weeknd,Gucci Mane,25314180,The Weeknd → Doja Cat → Gucci Mane,2
Bad Bunny,YOVNGCHIMI,25261380,,-1
DaBaby,Trippie Redd,25239836,DaBaby → Lil Baby → Trippie Redd,2
A$AP Rocky,Mura Masa,25116893,,-1
Taylor Swift,Ice Spice,25108761,Taylor Swift → Lana Del Rey → Ariana Grande → Nicki Minaj → Ice Spice,4
CKay,ElGrandeToto,25054362,,-1
IU,SUGA,25022226,,-1
Conor Maynard,Cash Cash,24963585,,-1
CORPSE,Savage Ga$p,24898410,,-1
Roddy Ricch,Nipsey Hussle,24895225,Roddy Ricch → Hit-Boy → Nipsey Hussle,2
Roddy Ricch,Hit-Boy,24895225,Roddy Ricch → Nipsey Hussle → Hit-Boy,2
Nipsey Hussle,Hit-Boy,24895225,Nipsey Hussle → Roddy Ricch → Hit-Boy,2
Elley Duhé,Gryffin,24835125,,-1
MC Ryan SP,Luan Pereira,24766444,MC Ryan SP → Mc Daniel → Luan Pereira,2
MC Ryan SP,Mc Daniel,24766444,MC Ryan SP → Luan Pereira → Mc Daniel,2
Luan Pereira,Mc Daniel,24766444,Luan Pereira → MC Ryan SP → Mc Daniel,2
David Guetta,Loote,24597139,David Guetta → Brooks → Loote,2
Brooks,Loote,24597139,Brooks → David Guetta → Loote,2
Skepta,Kid Cudi,24498722,Skepta → A$AP Rocky → Kid Cudi,2
Skepta,Pop Smoke,24498722,Skepta → Kid Cudi → Pop Smoke,2
Kid Cudi,Pop Smoke,24498722,Kid Cudi → Travis Scott → Pop Smoke,2
Feid,Daddy Yankee,24434167,Feid → Bad Bunny → Daddy Yankee,2
Zé Felipe,Wesley Safadão,24407923,Zé Felipe → Igow → Wesley Safadão,2
Kendrick Lamar,Taylour Paige,24404300,,-1
J. Cole,Dreamville,24356777,J. Cole → JID → Dreamville,2
Sam Smith,Burna Boy,24282141,Sam Smith → Yebba → Ed Sheeran → Burna Boy,3
Bad Bunny,Pablo Chill-E,24181407,Bad Bunny → Duki → Pablo Chill-E,2
Duki,Pablo Chill-E,24181407,Duki → Bad Bunny → Pablo Chill-E,2
SZA,Don Toliver,24158526,SZA → Justin Bieber → Don Toliver,2
A$AP Rocky,Moby,24113760,A$AP Rocky → Kid Cudi → Moby,2
4*TOWN (From Disney and Pixar’s Turning Red),Jordan Fisher,24086388,4*TOWN (From Disney and Pixar’s Turning Red) → Finneas O'Connell → Jordan Fisher,2
4*TOWN (From Disney and Pixar’s Turning Red),Finneas O'Connell,24086388,4*TOWN (From Disney and Pixar’s Turning Red) → Jordan Fisher → Finneas O'Connell,2
4*TOWN (From Disney and Pixar’s Turning Red),Topher Ngo,24086388,4*TOWN (From Disney and Pixar’s Turning Red) → Jordan Fisher → Topher Ngo,2
4*TOWN (From Disney and Pixar’s Turning Red),Grayson Villanueva,24086388,4*TOWN (From Disney and Pixar’s Turning Red) → Jordan Fisher → Grayson Villanueva,2
4*TOWN (From Disney and Pixar’s Turning Red),Josh Levi,24086388,4*TOWN (From Disney and Pixar’s Turning Red) → Jordan Fisher → Josh Levi,2
Jordan Fisher,Finneas O'Connell,24086388,Jordan Fisher → 4*TOWN (From Disney and Pixar’s Turning Red) → Finneas O'Connell,2
Jordan Fisher,Topher Ngo,24086388,Jordan Fisher → 4*TOWN (From Disney and Pixar’s Turning Red) → Topher Ngo,2
Jordan Fisher,Grayson Villanueva,24086388,Jordan Fisher → 4*TOWN (From Disney and Pixar’s Turning Red) → Grayson Villanueva,2
Jordan Fisher,Josh Levi,24086388,Jordan Fisher → 4*TOWN (From Disney and Pixar’s Turning Red) → Josh Levi,2
Finneas O'Connell,Topher Ngo,24086388,Finneas O'Connell → 4*TOWN (From Disney and Pixar’s Turning Red) → Topher Ngo,2
Finneas O'Connell,Grayson Villanueva,24086388,Finneas O'Connell → 4*TOWN (From Disney and Pixar’s Turning Red) → Grayson Villanueva,2
Finneas O'Connell,Josh Levi,24086388,Finneas O'Connell → 4*TOWN (From Disney and Pixar’s Turning Red) → Josh Levi,2
Topher Ngo,Grayson Villanueva,24086388,Topher Ngo → 4*TOWN (From Disney and Pixar’s Turning Red) → Grayson Villanueva,2
Topher Ngo,Josh Levi,24086388,Topher Ngo → 4*TOWN (From Disney and Pixar’s Turning Red) → Josh Levi,2
Grayson Villanueva,Josh Levi,24086388,Grayson Villanueva → 4*TOWN (From Disney and Pixar’s Turning Red) → Josh Levi,2
Camila Cabello,Pharrell Williams,24065116,Camila Cabello → J Balvin → Pharrell Williams,2
Drake,Swae Lee,24055735,Drake → French Montana → Swae Lee,2
Travis Scott,Beyoncé,24035983,Travis Scott → Future → Beyoncé,2
21 Savage,Quavo,24016631,21 Savage → Justin Bieber → Quavo,2
5 Seconds of Summer,Julia Michaels,23990532,5 Seconds of Summer → The Chainsmokers → Kygo → Selena Gomez → Julia Michaels,4
Marshmello,Tyga,23960373,Marshmello → Chris Brown → Tyga,2
Marshmello,Chris Brown,23960373,Marshmello → Tyga → Chris Brown,2
Taylor Swift,Maren Morris,23926807,Taylor Swift → Shawn Mendes → Zedd → Maren Morris,3
Tainy,Myke Towers,23787403,Tainy → Bad Bunny → Myke Towers,2
Travis Scott,Don Toliver,23781977,Travis Scott → Justin Bieber → Don Toliver,2
Charlie Puth,G-Eazy,23639168,Charlie Puth → Kehlani → G-Eazy,2
Zay Hilfigerrr,Zayion McCall,23632275,,-1
Chris Brown,Tory Lanez,23613606,Chris Brown → Young Thug → Tory Lanez,2
Beyoncé,DJ Khaled,23611832,Beyoncé → Future → DJ Khaled,2
Bonez MC,Gzuz,23603906,Bonez MC → RAF Camora → Gzuz,2
MC Xenon,Os Gemeos da Putaria,23586872,,-1
DJ Patrick Muniz,Dj Olliver,23571642,DJ Patrick Muniz → Mc Topre → Dj Olliver,2
DJ Patrick Muniz,Mc Topre,23571642,DJ Patrick Muniz → Dj Olliver → Mc Topre,2
DJ Patrick Muniz,Mc Rennan,23571642,DJ Patrick Muniz → Dj Olliver → Mc Rennan,2
Dj Olliver,Mc Topre,23571642,Dj Olliver → DJ Patrick Muniz → Mc Topre,2
Dj Olliver,Mc Rennan,23571642,Dj Olliver → DJ Patrick Muniz → Mc Rennan,2
Mc Topre,Mc Rennan,23571642,Mc Topre → DJ Patrick Muniz → Mc Rennan,2
The Weeknd,NAV,23498664,The Weeknd → Swae Lee → NAV,2
Lil Baby,Nicki Minaj,23432155,Lil Baby → Post Malone → Nicki Minaj,2
Loredana,Mozzik,23397654,,-1
Bizarrap,Eladio Carrion,23397507,Bizarrap → Rauw Alejandro → Bad Bunny → Eladio Carrion,3
Justin Bieber,Skrillex,23395152,Justin Bieber → J Balvin → Skrillex,2
Skrillex,Don Toliver,23395152,Skrillex → Justin Bieber → Don Toliver,2
Ed Sheeran,J Balvin,23382361,Ed Sheeran → Khalid → J Balvin,2
Mari Fernandez,Marcynho Sensação,23358768,Mari Fernandez → Israel & Rodolffo → Wesley Safadão → Zé Felipe → Marcynho Sensação,4
Macklemore,Lil Yachty,23303471,Macklemore → Martin Garrix → Dua Lipa → Calvin Harris → Lil Yachty,4
Manuel Turizo,Fuego,23164535,Manuel Turizo → Duki → Fuego,2
Manuel Turizo,Duki,23164535,Manuel Turizo → Fuego → Duki,2
Duki,Fuego,23164535,Duki → Manuel Turizo → Fuego,2
Luísa Sonza,Pabllo Vittar,23105515,Luísa Sonza → Anitta → Pabllo Vittar,2
Peso Pluma,Tony Aguirre,23099927,Peso Pluma → Luis R Conriquez → Tony Aguirre,2
Luis R Conriquez,Tony Aguirre,23099927,Luis R Conriquez → Peso Pluma → Tony Aguirre,2
Cheat Codes,Kris Kross Amsterdam,23075830,,-1
Travis Scott,Big Sean,23068727,Travis Scott → Post Malone → Big Sean,2
VIZE,Tom Gregory,23065836,,-1
Gente De Zona,Jennifer Lopez,23039700,,-1
Metro Boomin,James Blake,22779595,Metro Boomin → 21 Savage → James Blake,2
Bebe Rexha,Lil Wayne,22748615,Bebe Rexha → David Guetta → Lil Wayne,2
Taylor Swift,Phoebe Bridgers,22729805,Taylor Swift → Future → SZA → Phoebe Bridgers,3
Skepta,Octavian,22703419,,-1
Kanye West,Fivio Foreign,22636945,Kanye West → Drake → Fivio Foreign,2
Kanye West,Alicia Keys,22636945,Kanye West → Fivio Foreign → Alicia Keys,2
Fivio Foreign,Alicia Keys,22636945,Fivio Foreign → Kanye West → Alicia Keys,2
Drake,Kid Cudi,22579863,Drake → Travis Scott → Kid Cudi,2
Ed Sheeran,Paulo Londra,22488811,Ed Sheeran → Dave → Paulo Londra,2
Ed Sheeran,Dave,22488811,Ed Sheeran → Stormzy → Dave,2
Paulo Londra,Dave,22488811,Paulo Londra → Ed Sheeran → Dave,2
Kendrick Lamar,Sam Dew,22468723,Kendrick Lamar → Baby Keem → Sam Dew,2
Baby Keem,Sam Dew,22468723,Baby Keem → Kendrick Lamar → Sam Dew,2
Rick Ross,Lil Wayne,22376958,Rick Ross → Drake → Lil Wayne,2
DaBaby,Chance the Rapper,22273873,DaBaby → MadeinTYO → Chance the Rapper,2
DaBaby,MadeinTYO,22273873,DaBaby → Chance the Rapper → MadeinTYO,2
Chance the Rapper,MadeinTYO,22273873,Chance the Rapper → DaBaby → MadeinTYO,2
BTS,Nicki Minaj,22192073,BTS → Jason Derulo → Nicki Minaj,2
Eminem,White Gold,22104455,"Eminem → Royce Da 5'9"" → White Gold",2
"Royce Da 5'9""",White Gold,22104455,"Royce Da 5'9"" → Eminem → White Gold",2
Heuss L'enfoiré,Gradur,22103929,,-1
KREAM,Clara Mae,22089401,,-1
Juju,Capital Bra,22016631,Juju → Loredana → Capital Bra,2
Steve Aoki,TINI,21928725,Steve Aoki → La Joaqui → TINI,2
Steve Aoki,La Joaqui,21928725,Steve Aoki → TINI → La Joaqui,2
TINI,La Joaqui,21928725,TINI → Steve Aoki → La Joaqui,2
SZA,Phoebe Bridgers,21928028,SZA → Future → Taylor Swift → Phoebe Bridgers,3
Seeb,Dagny,21901856,,-1
SUGA,MAX,21839243,,-1
B Praak,Jaani,21719218,,-1
League of Legends,Lexie Liu,21686563,League of Legends → Madison Beer → Lexie Liu,2
League of Legends,Seraphine,21686563,League of Legends → Madison Beer → Seraphine,2
Madison Beer,Lexie Liu,21686563,Madison Beer → League of Legends → Lexie Liu,2
Madison Beer,Seraphine,21686563,Madison Beer → League of Legends → Seraphine,2
K/DA,Lexie Liu,21686563,K/DA → League of Legends → Lexie Liu,2
K/DA,Seraphine,21686563,K/DA → League of Legends → Seraphine,2
(G)I-DLE,Lexie Liu,21686563,(G)I-DLE → League of Legends → Lexie Liu,2
(G)I-DLE,Seraphine,21686563,(G)I-DLE → League of Legends → Seraphine,2
Jaira Burns,Lexie Liu,21686563,Jaira Burns → League of Legends → Lexie Liu,2
Jaira Burns,Seraphine,21686563,Jaira Burns → League of Legends → Seraphine,2
Lexie Liu,Seraphine,21686563,Lexie Liu → League of Legends → Seraphine,2
Ty Dolla $ign,Ant Clemons,21649983,Ty Dolla $ign → Kanye West → Ant Clemons,2
Anuel AA,Enrique Iglesias,21440723,Anuel AA → Bad Bunny → Enrique Iglesias,2
Jung Kook,DJ Snake,21394851,Jung Kook → Major Lazer → DJ Snake,2
Lil Uzi Vert,Pharrell Williams,21374887,Lil Uzi Vert → 21 Savage → Pharrell Williams,2
21 Savage,Bazzi,21364614,21 Savage → Cardi B → Camila Cabello → Bazzi,3
John Legend,Metro Boomin,21226647,John Legend → Lil Wayne → Metro Boomin,2
Selena Gomez,Trevor Daniel,21178417,,-1
Eminem,Young M.A,21167554,,-1
21 Savage,Young Thug,21130684,21 Savage → Post Malone → Young Thug,2
Flume,kai,21130298,,-1
Juju,Loredana,21111742,Juju → Miksu / Macloud → Loredana,2
Juju,Miksu / Macloud,21111742,Juju → Loredana → Miksu / Macloud,2
Loredana,Miksu / Macloud,21111742,Loredana → Juju → Miksu / Macloud,2
Anitta,Lexa,21103913,Anitta → Luísa Sonza → Lexa,2
Anitta,Rebecca,21103913,Anitta → Luísa Sonza → Rebecca,2
Luísa Sonza,Lexa,21103913,Luísa Sonza → Anitta → Lexa,2
Luísa Sonza,Rebecca,21103913,Luísa Sonza → Anitta → Rebecca,2
Lexa,Rebecca,21103913,Lexa → Anitta → Rebecca,2
Thiaguinho MT,Mila,21098129,Thiaguinho MT → JS o Mão de Ouro → Mila,2
Thiaguinho MT,JS o Mão de Ouro,21098129,Thiaguinho MT → Mila → JS o Mão de Ouro,2
Mila,JS o Mão de Ouro,21098129,Mila → Thiaguinho MT → JS o Mão de Ouro,2
The Weeknd,Tyler,21079011,The Weeknd → 21 Savage → Tyler,2
The Weeknd,The Creator,21079011,The Weeknd → 21 Savage → The Creator,2
NATHY PELUSO,C. Tangana,21070934,NATHY PELUSO → Bizarrap → Quevedo → Feid → Paloma Mami → C. Tangana,5
Bad Bunny,Zion & Lennox,21070900,Bad Bunny → J Balvin → Zion & Lennox,2
OneRepublic,Galantis,21063082,OneRepublic → Logic → Lil Wayne → David Guetta → Galantis,4
Quavo,Pop Smoke,21044997,Quavo → 21 Savage → Pop Smoke,2
Lil Baby,Joyner Lucas,21009584,Lil Baby → J. Cole → Joyner Lucas,2
Polo G,Lil Durk,20977741,Polo G → The Kid LAROI → Lil Durk,2
Feid,Jhayco,20866082,Feid → Quevedo → Jhayco,2
Taylor Swift,Chris Stapleton,20807334,Taylor Swift → Ed Sheeran → Chris Stapleton,2
6LACK,Bas,20802346,6LACK → J. Cole → Bas,2
Nelly Furtado,Timbaland,20670614,,-1
Sfera Ebbasta,BLANCO,20666955,,-1
VIZE,Joker Bra,20568641,,-1
Ariana Grande,John Legend,20564528,Ariana Grande → Justin Bieber → Chance the Rapper → John Legend,3
SZA,Justin Timberlake,20530243,SZA → Calvin Harris → Justin Timberlake,2
UMI,V,20382688,,-1
MAX,Quinn XCII,20269191,,-1
Travis Scott,DJ Khaled,20211713,Travis Scott → Justin Bieber → DJ Khaled,2
BTS,Charli XCX,20116286,BTS → Sia → David Guetta → Charli XCX,3
JS o Mão de Ouro,PEDRO SAMPAIO,20106694,JS o Mão de Ouro → Felipe Original → PEDRO SAMPAIO,2
JS o Mão de Ouro,Felipe Original,20106694,JS o Mão de Ouro → PEDRO SAMPAIO → Felipe Original,2
PEDRO SAMPAIO,Felipe Original,20106694,PEDRO SAMPAIO → JS o Mão de Ouro → Felipe Original,2
The Chainsmokers,ROZES,20036413,,-1
The Chainsmokers,Ty Dolla $ign,20012659,The Chainsmokers → Bebe Rexha → Ty Dolla $ign,2
The Chainsmokers,bülow,20012659,The Chainsmokers → Ty Dolla $ign → bülow,2
Ty Dolla $ign,bülow,20012659,Ty Dolla $ign → The Chainsmokers → bülow,2
Lil Baby,Rod Wave,19931576,Lil Baby → Polo G → Rod Wave,2
Kanye West,Clipse,19916542,Kanye West → Kenny G → Clipse,2
Kanye West,Kenny G,19916542,Kanye West → Clipse → Kenny G,2
Clipse,Kenny G,19916542,Clipse → Kanye West → Kenny G,2
Blueface,DDG,19814162,,-1
Halsey,mgk,19813094,Halsey → YUNGBLUD → mgk,2
Cali Y El Dandee,Danna Paola,19787966,,-1
Shakira,Manuel Turizo,19782188,Shakira → Ozuna → Manuel Turizo,2
Pailita,Ak4:20,19657333,Pailita → Cris Mj → Ak4:20,2
Pailita,Cris Mj,19657333,Pailita → Ak4:20 → Cris Mj,2
Cris Mj,Ak4:20,19657333,Cris Mj → Pailita → Ak4:20,2
Ed Sheeran,Chris Stapleton,19574654,Ed Sheeran → Taylor Swift → Chris Stapleton,2
Ed Sheeran,Bruno Mars,19574654,Ed Sheeran → Cardi B → Bruno Mars,2
Bruno Mars,Chris Stapleton,19574654,Bruno Mars → Ed Sheeran → Chris Stapleton,2
Lil Wayne,Sosamann,19569251,,-1
Marshmello,Lil Peep,19523094,Marshmello → Khalid → Martin Garrix → Fall Out Boy → Lil Peep,4
Monsieur Periné,Vicente Garcia,19491625,,-1
KASIMIR1441,badmómzjay,19487598,KASIMIR1441 → WILDBWOYS → badmómzjay,2
KASIMIR1441,WILDBWOYS,19487598,KASIMIR1441 → badmómzjay → WILDBWOYS,2
badmómzjay,WILDBWOYS,19487598,badmómzjay → KASIMIR1441 → WILDBWOYS,2
Kanye West,The Game,19370971,,-1
Stormzy,Headie One,19362176,Stormzy → AJ Tracey → Headie One,2
Stormzy,AJ Tracey,19362176,Stormzy → Headie One → AJ Tracey,2
Headie One,AJ Tracey,19362176,Headie One → Stormzy → AJ Tracey,2
Bizarrap,Snow Tha Product,19349980,,-1
Maroon 5,Julia Michaels,19327317,Maroon 5 → Cardi B → Selena Gomez → Julia Michaels,3
JC NO BEAT,DJ F7,19220630,JC NO BEAT → MC Meno Dani → DJ F7,2
JC NO BEAT,MC Meno Dani,19220630,JC NO BEAT → DJ F7 → MC Meno Dani,2
JC NO BEAT,Silva Mc,19220630,JC NO BEAT → DJ F7 → Silva Mc,2
DJ F7,MC Meno Dani,19220630,DJ F7 → JC NO BEAT → MC Meno Dani,2
DJ F7,Silva Mc,19220630,DJ F7 → JC NO BEAT → Silva Mc,2
MC Meno Dani,Silva Mc,19220630,MC Meno Dani → JC NO BEAT → Silva Mc,2
Lil Wayne,Big Sean,19219423,Lil Wayne → Jack Harlow → Big Sean,2
Doja Cat,Lil Nas X,19133841,Doja Cat → Young Thug → Lil Nas X,2
Drake,Kanye West,19128891,Drake → Future → Kanye West,2
MERO,Eno,19101767,MERO → Loredana → Capital Bra → Eno,3
Pop Smoke,Rowdy Rebel,19039993,,-1
Manuel Turizo,The Rudeboyz,19034981,Manuel Turizo → Jowell & Randy → The Rudeboyz,2
Manuel Turizo,Jowell & Randy,19034981,Manuel Turizo → The Rudeboyz → Jowell & Randy,2
Jowell & Randy,The Rudeboyz,19034981,Jowell & Randy → Manuel Turizo → The Rudeboyz,2
League of Legends,NewJeans,19031955,,-1
Pharrell Williams,N.E.R.D,18971433,Pharrell Williams → Rihanna → N.E.R.D,2
Pharrell Williams,Rihanna,18971433,Pharrell Williams → Calvin Harris → Rihanna,2
The Weeknd,Swae Lee,18943042,The Weeknd → Post Malone → Swae Lee,2
Lil Baby,NAV,18853379,Lil Baby → Travis Scott → NAV,2
Drake,Jack Harlow,18847287,Drake → DaBaby → Jack Harlow,2
Niack,Markim WF,18835662,,-1
21 Savage,DJ Khaled,18736310,21 Savage → Justin Bieber → DJ Khaled,2
KAROL G,Cris Mj,18651957,KAROL G → Ryan Castro → Cris Mj,2
KAROL G,Ryan Castro,18651957,KAROL G → Peso Pluma → Ryan Castro,2
Cris Mj,Ryan Castro,18651957,Cris Mj → KAROL G → Ryan Castro,2
Justin Bieber,Future,18565000,Justin Bieber → Post Malone → Future,2
MC Tairon,Mc Vitin Da Igrejinha,18560499,MC Tairon → Dj Win → Mc Vitin Da Igrejinha,2
MC Tairon,Dj Win,18560499,MC Tairon → Mc Vitin Da Igrejinha → Dj Win,2
Mc Vitin Da Igrejinha,Dj Win,18560499,Mc Vitin Da Igrejinha → MC Tairon → Dj Win,2
Ed Sheeran,Lil Baby,18468546,Ed Sheeran → Future → Lil Baby,2
Maluma,Trap Capos,18406112,Maluma → Noriel → Trap Capos,2
Maluma,Noriel,18406112,Maluma → Rauw Alejandro → Noriel,2
Maluma,Bryant Myers,18406112,Maluma → Rauw Alejandro → Bryant Myers,2
Maluma,Juhn,18406112,Maluma → Dalex → Juhn,2
Noriel,Trap Capos,18406112,Noriel → Maluma → Trap Capos,2
Noriel,Bryant Myers,18406112,Noriel → Rauw Alejandro → Bryant Myers,2
Noriel,Juhn,18406112,Noriel → Maluma → Juhn,2
Juhn,Trap Capos,18406112,Juhn → Maluma → Trap Capos,2
Juhn,Bryant Myers,18406112,Juhn → Chencho Corleone → Bryant Myers,2
Bryant Myers,Trap Capos,18406112,Bryant Myers → Maluma → Trap Capos,2
KITSCHKRIEG,Jamule,18393744,KITSCHKRIEG → SFR → Jamule,2
SFR,Jamule,18393744,SFR → KITSCHKRIEG → Jamule,2
Jhayco,Tainy,18375223,Jhayco → Bad Bunny → Tainy,2
Jhayco,Arcángel,18375223,Jhayco → Bad Bunny → Arcángel,2
Jhayco,Omar Courtz,18375223,Jhayco → Tainy → Omar Courtz,2
Jhayco,Arca,18375223,Jhayco → Tainy → Arca,2
Tainy,Arcángel,18375223,Tainy → Bad Bunny → Arcángel,2
Tainy,Omar Courtz,18375223,Tainy → Jhayco → Omar Courtz,2
Tainy,Arca,18375223,Tainy → Jhayco → Arca,2
Myke Towers,Omar Courtz,18375223,Myke Towers → Jhayco → Omar Courtz,2
Myke Towers,Arca,18375223,Myke Towers → Jhayco → Arca,2
Arcángel,Omar Courtz,18375223,Arcángel → Jhayco → Omar Courtz,2
Arcángel,Arca,18375223,Arcángel → Jhayco → Arca,2
Omar Courtz,Arca,18375223,Omar Courtz → Jhayco → Arca,2
Daddy Yankee,Katy Perry,18332753,Daddy Yankee → Snow → Katy Perry,2
Snow,Katy Perry,18332753,Snow → Daddy Yankee → Katy Perry,2
Beyoncé,BEAM,18328362,Beyoncé → Wizkid → BEAM,2
Kygo,The Night Game,18300544,,-1
Zé Felipe,Igow,18213618,Zé Felipe → Wesley Safadão → Igow,2
Wesley Safadão,Igow,18213618,Wesley Safadão → Zé Felipe → Igow,2
Ariana Grande,Ty Dolla $ign,18185389,Ariana Grande → Nicki Minaj → Ty Dolla $ign,2
PnB Rock,XXXTENTACION,18088915,PnB Rock → Trippie Redd → XXXTENTACION,2
Luis R Conriquez,La Adictiva,18026514,,-1
Soso Maness,PLK,17931439,,-1
Drake,Teezo Touchdown,17856788,Drake → Travis Scott → Teezo Touchdown,2
DJ Khaled,Lil Durk,17741524,DJ Khaled → Drake → Lil Durk,2
Ariana Grande,Normani,17634642,Ariana Grande → Calvin Harris → Normani,2
Normani,Nicki Minaj,17634642,Normani → Calvin Harris → Nicki Minaj,2
Rihanna,Mikky Ekko,17632570,Rihanna → Drake → 21 Savage → Mikky Ekko,3
Wiz Khalifa,Lil Skies,17616586,Wiz Khalifa → Ty Dolla $ign → Gucci Mane → Lil Skies,3
JID,Dreamville,17602683,JID → J. Cole → Dreamville,2
JID,Bas,17602683,JID → J. Cole → Bas,2
Dreamville,Bas,17602683,Dreamville → JID → Bas,2
Gunna,Lil Tecca,17597554,Gunna → A Boogie Wit da Hoodie → Lil Tecca,2
Shawn Mendes,Camilo,17582294,Shawn Mendes → Tainy → Ozuna → Camilo,3
Matheus Fernandes,Xand Avião,17579560,,-1
Chris Brown,Yo Gotti,17576753,Chris Brown → A Boogie Wit da Hoodie → Yo Gotti,2
Chris Brown,A Boogie Wit da Hoodie,17576753,Chris Brown → Young Thug → A Boogie Wit da Hoodie,2
Chris Brown,Kodak Black,17576753,Chris Brown → A Boogie Wit da Hoodie → Kodak Black,2
A Boogie Wit da Hoodie,Yo Gotti,17576753,A Boogie Wit da Hoodie → Chris Brown → Yo Gotti,2
Kodak Black,Yo Gotti,17576753,Kodak Black → Chris Brown → Yo Gotti,2
Young Thug,A$AP Rocky,17575672,Young Thug → Post Malone → A$AP Rocky,2
Ryan Gosling,Emma Stone,17434155,,-1
Tyler,Lil Uzi Vert,17428086,Tyler → 21 Savage → Lil Uzi Vert,2
The Creator,Lil Uzi Vert,17428086,The Creator → 21 Savage → Lil Uzi Vert,2
JACKBOYS,Sheck Wes,17383097,JACKBOYS → Young Thug → 21 Savage → Sheck Wes,3
Post Malone,Megan Thee Stallion,17356237,Post Malone → Doja Cat → Megan Thee Stallion,2
DaBaby,DJ Khaled,17356237,DaBaby → Post Malone → DJ Khaled,2
Lil Baby,Megan Thee Stallion,17356237,Lil Baby → Post Malone → Megan Thee Stallion,2
DJ Khaled,Megan Thee Stallion,17356237,DJ Khaled → Post Malone → Megan Thee Stallion,2
Travis Scott,ScHoolboy Q,17355250,Travis Scott → 21 Savage → ScHoolboy Q,2
Marvin Gaye,Tammi Terrell,17341155,,-1
